Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
S1_20987129	-7.7796E-4	0.00141	0.00406	-2.2726E-3	-2.5435E-3
S1_21044553	-9.1531E-3	-2.6976E-2	0.01129	-1.316E-2	0.0072
S1_21044556	-9.945E-3	-2.8578E-2	0.01074	-1.1873E-2	0.00697
S1_21044614	-1.3054E-2	-3.3792E-2	0.00815	-1.5412E-2	0.00691
S1_21073158	-1.4997E-2	-3.8863E-2	0.0042	0.04361	0.03929
S1_21144347	-3.8335E-2	0.00725	4.6701E-4	0.02854	0.03152
S1_21198364	-1.1085E-2	-3.2571E-2	-1.9831E-2	-9.158E-4	-8.0921E-3
S1_21209409	0.01948	0.00137	-8.1592E-3	-7.9525E-3	0.01696
S1_21209510	-4.605E-3	0.02651	-3.3545E-2	-4.3943E-3	0.0407
S1_21209512	0.02138	-1.0047E-3	-1.5167E-2	2.8361E-4	0.02563
S1_21209530	0.02508	2.2461E-4	-1.5356E-2	0.00408	0.01646
S1_21209546	0.02374	-1.3802E-5	-1.2696E-2	0.00259	0.01582
S1_21441580	-2.3255E-2	0.02692	-9.5397E-3	-5.3542E-3	-8.5491E-3
S1_21680416	-2.2752E-2	0.00226	-5.5862E-3	-5.0171E-3	0.05325
S1_21937816	-1.6213E-3	-1.1271E-2	0.00253	-9.4259E-3	-9.9222E-3
S1_21937887	-7.0454E-3	-2.6044E-2	-1.9086E-3	-1.3385E-3	0.00117
S1_22200637	-6.5788E-3	0.00419	0.03895	0.00348	0.02413
S1_22200643	-5.0514E-3	-4.3984E-2	-2.9628E-2	0.00281	0.00667
S1_22588764	-5.3171E-3	-4.2467E-3	0.01546	0.04101	0.00496
S1_22588793	0.02496	-1.3663E-3	-3.5391E-2	0.00977	0.01849
S1_22588799	0.00127	0.00924	0.02011	0.04083	0.01035
S1_22701154	-1.1775E-2	-2.054E-2	-3.3334E-2	-2.4218E-3	0.03542
S1_22701156	0.00387	0.00587	0.00489	0.01222	0.01598
S1_22701157	-1.0827E-2	-2.3827E-2	-3.2901E-2	-6.2717E-3	0.03863
S1_22826662	0.02232	0.00734	-2.2839E-2	0.00156	0.01569
S1_22826667	0.0243	0.00942	-2.532E-2	0.00283	0.02203
S1_22826692	0.03042	0.00718	-1.8889E-2	-2.1668E-2	0.03182
S1_22826699	0.02971	0.00792	-2.7836E-2	-3.7681E-3	0.01342
S1_22826701	0.0296	0.00708	-1.8456E-2	-2.2109E-2	0.02662
S1_22826730	0.02529	0.00898	-3.726E-2	-1.0875E-3	0.02385
S1_22934309	0.02618	-1.2792E-2	-3.1716E-2	0.00951	0.03116
S1_22934332	-4.0222E-2	0.0107	-3.728E-3	0.01272	0.01497
S1_22934334	-4.0123E-2	0.00954	-2.0628E-3	0.01604	0.01434
S1_22934360	-3.6895E-2	0.00561	0.00515	0.00255	0.03379
S1_23084130	-1.1189E-2	-1.2243E-2	0.02204	0.01159	0.05103
S1_23084232	-1.8419E-2	-2.8094E-2	0.02332	0.03581	0.04217
S1_23233538	0.03905	0.00878	-4.0638E-2	-1.6126E-4	0.01345
S1_23253618	-9.2401E-3	-7.5916E-3	0.00711	0.04072	0.00611
S1_23253647	0.02122	0.00727	-2.2653E-2	-2.7853E-2	0.04489
S1_23253650	-3.0809E-2	0.00212	-5.0047E-3	0.02762	0.0285
S1_23253651	-1.0093E-3	-1.4435E-2	-7.5876E-3	0.00115	-6.5758E-3
S1_23450196	-2.15E-3	-4.4588E-3	-6.1042E-3	0.00428	0.02852
S1_23450197	6.2463E-5	-3.7592E-3	-4.7203E-3	0.00365	0.02788
S1_23450201	-2.0183E-3	-2.7E-3	-4.0653E-3	0.00258	0.03492
S1_23450202	-5.2344E-4	-4.4936E-3	-6.8602E-3	0.00245	0.03181
S1_23657742	-6.1757E-3	-2.1902E-2	8.2291E-5	-2.1097E-3	-8.4026E-3
S1_23687235	-3.4729E-2	0.01577	-1.9328E-2	-4.9137E-3	-6.6815E-4
S1_23687250	0.00116	0.00991	0.02171	0.02959	0.00537
S1_23758391	-2.4733E-2	0.02633	-1.1868E-2	-5.9115E-3	-3.5624E-3
S1_23803905	0.00455	0.04913	-4.173E-2	-6.2539E-3	0.03528
S1_23835309	-9.9808E-3	-3.3154E-2	-7.4149E-3	0.01034	-2.9217E-3
S1_23835317	-6.0883E-3	-1.5768E-2	1.7374E-4	0.00855	-1.1359E-2
S1_23888299	-3.2785E-2	-4.2377E-2	0.03071	0.03026	0.02847
S1_23888347	-3.2071E-2	-4.4321E-2	0.03624	0.03627	0.02052
S1_23888964	-8.9009E-3	-2.3761E-2	-8.3489E-3	0.00813	-8.4596E-3
S1_23889508	-2.6935E-2	-5.8597E-2	0.0322	0.03474	0.01006
S1_23889657	0.00114	-4.2773E-4	-7.7861E-4	-2.6288E-3	-8.716E-3
S1_23958236	-6.7607E-3	-2.0278E-2	-4.0847E-3	0.00213	-1.4405E-2
S1_24046780	-2.2758E-2	-9.0284E-4	-1.037E-2	-3.4341E-2	0.04566
S1_24046804	0.00987	0.00396	0.00244	-1.4742E-2	0.0136
S1_24052644	-3.7077E-2	6.5251E-4	-1.2378E-2	-3.3065E-2	0.03479
S1_24052702	-2.7389E-2	0.0035	-1.3139E-2	-2.3148E-2	0.03843
S1_24248905	0.01601	-8.2984E-3	-4.1612E-2	0.00679	0.02593
S1_24355245	0.00528	-1.3408E-2	-1.113E-2	-1.2481E-2	0.00621
S1_24355269	-3.4031E-3	-1.7628E-2	-5.7483E-3	0.00406	-1.0755E-2
S1_24355270	-3.4256E-3	-1.7574E-2	-5.1407E-3	0.00393	-1.146E-2
S1_24355274	5.6443E-4	-1.8054E-2	-1.3059E-2	-8.2937E-3	-2.1356E-4
S1_24355276	8.117E-4	-1.6243E-2	-1.2217E-2	-8.4453E-3	-1.6643E-3
S1_24355285	-5.3893E-3	-2.231E-2	-8.2472E-3	0.00617	-1.0083E-2
S1_24355306	-1.1884E-2	0.01169	0.03027	0.06585	0.00175
S1_24440329	2.21E-4	0.00777	0.02008	0.03251	0.00406
S1_24440338	0.02439	0.01208	-3.9781E-2	0.0147	0.02255
S1_24440359	-9.0351E-4	0.01068	0.0235	0.03987	0.00672
S1_24440360	0.02293	0.00362	-3.1134E-2	0.00836	0.02981
S1_24542032	0.02718	0.00513	-3.3365E-2	0.00996	0.02656
S1_24542042	-2.9436E-2	0.03591	-1.1992E-2	-1.4334E-3	-9.4022E-3
S1_24557294	-8.9287E-3	-1.817E-2	0.02453	0.0551	0.01133
S1_24557384	0.04147	0.00448	-1.6963E-2	-3.3045E-2	0.0336
S1_24559373	-6.2365E-3	-3.4482E-2	0.00599	-2.3287E-2	0.01941
S1_24559383	0.00495	-6.0595E-3	0.01451	-3.5097E-2	0.02128
S1_24559389	0.00796	-1.0296E-2	0.01358	-4.097E-2	0.03225
S1_24559416	0.0019	-4.7042E-2	8.304E-4	-3.5876E-2	0.04888
S1_24559424	0.00881	-8.1516E-3	0.02079	-4.4762E-2	0.03591
S1_24559445	-1.3743E-2	-4.5265E-2	-2.1971E-2	0.02049	-1.486E-3
S1_24559462	-1.4383E-2	-4.5158E-2	-2.2903E-2	0.01982	3.1943E-4
S1_24559481	-1.3735E-2	-4.702E-2	-2.5834E-2	0.01923	-5.3297E-3
S1_24686284	-1.3328E-2	-4.6156E-2	-8.3553E-3	0.00373	0.01218
S1_24686288	-1.2903E-2	-4.6142E-2	-1.2006E-2	3.0942E-4	0.00925
S1_24686290	-1.2156E-2	-4.5803E-2	-1.2475E-2	3.2608E-4	0.00941
S1_24686295	-1.3855E-2	-4.52E-2	-6.7671E-3	-8.4337E-4	0.00281
S1_24686313	-8.743E-3	-2.8308E-2	-1.269E-2	0.0141	-6.1577E-3
S1_24686333	-1.2681E-2	-4.4873E-2	-3.1281E-3	-5.9316E-3	0.00414
S1_24686367	0.0263	0.01012	-3.3761E-2	0.00301	0.01634
S1_24686368	-8.818E-3	-3.8275E-2	-6.3888E-3	1.1479E-4	0.00754
S1_24695823	-1.2762E-3	-3.9561E-2	-1.7086E-2	-4.984E-3	0.0178
S1_24729647	-1.75E-2	0.01282	-7.316E-3	-1.0103E-2	5.057E-4
S1_24774386	-1.782E-2	-5.3233E-2	-2.5116E-2	0.01854	-1.2477E-2
S1_24774418	-5.0249E-2	-1.1247E-2	-2.4694E-2	0.04663	0.02518
S1_24774421	-5.0441E-2	-1.2625E-2	-2.4718E-2	0.05195	0.02367
S1_24774437	0.00453	0.00266	0.00325	0.01252	-9.4915E-3
S1_24774439	0.00411	0.00276	0.00161	0.01186	-1.1411E-2
S1_24774446	0.00477	0.01352	-1.8726E-2	0.02922	0.00545
S1_24774464	0.00869	-8.0588E-4	0.00235	0.00546	-1.2606E-2
S1_24774473	0.00986	-1.0209E-3	0.00137	0.00937	-9.7943E-3
S1_24774485	-1.3279E-3	0.01591	-8.3076E-3	0.00299	0.00326
S1_24774488	0.01051	-3.219E-3	0.00235	0.0177	-1.0442E-2
S1_24774497	1.2905E-4	0.00736	1.9521E-4	0.00405	-6.5762E-3
S1_24774524	0.00172	0.01016	-2.814E-3	0.0067	-9.0453E-3
S1_24840582	-6.2718E-3	-1.7539E-2	-5.8489E-3	0.00297	-7.2824E-3
S1_24840584	0.02967	0.00279	-4.2166E-2	0.0143	0.01541
S1_24901376	0.00183	-3.2662E-3	0.00965	-4.6288E-3	-7.604E-3
S1_24901377	0.00287	-1.1462E-3	0.01108	-1.9858E-3	-1.3699E-2
S1_24992697	0.00398	7.6249E-4	0.00298	0.00357	-1.0528E-2
S1_25048246	7.9887E-4	0.00175	0.00201	0.001	-1.0984E-2
S1_25236707	-4.1733E-2	0.01572	-5.168E-3	0.06463	0.02315
S1_25236710	-4.2408E-2	0.01532	-6.1567E-3	0.06469	0.02428
S1_25236872	-2.7898E-2	0.00786	-2.8338E-3	0.02085	0.00253
S1_25236882	-2.1254E-2	0.01201	0.00254	0.01852	-4.8361E-3
S1_25236883	-2.1344E-2	0.012	0.00214	0.01813	-4.856E-3
S1_25236895	-1.925E-2	0.01428	0.00499	0.02061	-5.3068E-3
S1_25236906	-2.2356E-2	0.01606	0.0018	0.02292	-3.1128E-3
S1_25236919	-3.1807E-2	0.01255	0.00505	0.05129	0.00418
S1_25236921	-3.2008E-2	0.01235	0.00523	0.04997	0.00272
S1_25236983	0.00561	-1.3391E-2	-8.4353E-3	-2.0326E-2	0.018
S1_25237108	-3.1401E-2	0.00127	0.01807	0.01147	0.05786
S1_25237116	-3.53E-2	0.00568	-2.019E-3	0.05326	0.01067
S1_25237144	-3.4822E-2	6.1341E-4	-1.0192E-2	0.05259	0.00746
S1_25263441	0.00367	0.00313	-6.3151E-4	0.00522	-1.0017E-2
S1_25263450	0.00286	-3.4402E-4	0.00312	0.00851	-1.2854E-2
S1_25263647	-3.2907E-3	-1.6041E-2	-5.4346E-4	-5.153E-3	-1.3194E-2
S1_25263649	0.00302	0.00629	0.04645	-1.1227E-2	0.03401
S1_25263723	-3.486E-2	0.02252	-2.2807E-2	0.00468	-6.1446E-3
S1_25295964	0.00141	-2.4379E-3	0.01118	-1.5802E-2	-5.2533E-3
S1_25376009	0.00403	0.02661	-6.3386E-2	0.00126	0.01661
S1_25376011	0.00303	0.02702	-6.3572E-2	0.00291	0.01613
S1_25383372	-7.9148E-5	-4.8106E-4	0.00796	-5.516E-3	-1.4057E-2
S1_25446292	-7.8055E-3	-2.4892E-2	-5.1016E-3	0.00978	-1.0611E-2
S1_25446293	-7.7845E-3	-2.4548E-2	-4.9771E-3	0.0096	-1.1465E-2
S1_25446381	0.02833	0.00634	-2.3744E-2	0.00482	0.01256
S1_25449425	-7.2189E-3	-2.3345E-2	-1.8683E-3	-2.9477E-3	-1.1115E-2
S1_25474057	0.00184	0.00536	0.00684	0.0012	-1.3442E-2
S1_25607057	0.00322	7.4859E-4	0.0047	-6.5606E-3	-3.8484E-3
S1_25607059	0.00125	0.0014	0.00973	-5.7693E-3	0.00263
S1_25767072	0.02606	0.00919	-4.3282E-2	0.01631	0.01748
S1_25767130	0.00186	-2.8685E-3	0.00981	-2.051E-2	-7.1384E-3
S1_25872504	0.02201	-1.6805E-2	-5.2017E-2	0.0111	0.01665
S1_25872550	0.03586	0.00416	-4.7484E-2	0.00148	0.01973
S1_25872560	0.03589	0.00194	-4.4255E-2	3.6138E-4	0.02137
S1_25872598	0.02385	-1.9083E-4	-2.9891E-2	-2.5021E-3	0.0154
S1_25881504	-3.4352E-2	-3.7627E-3	-2.3869E-2	0.0046	-7.9103E-3
S1_25881522	-2.4335E-2	-6.8926E-3	-1.5799E-2	0.00743	-6.3588E-3
S1_26037576	-1.5648E-3	0.00728	0.02948	0.02751	0.00245
S1_26090362	-2.4645E-2	0.03402	-1.0258E-2	-1.4949E-4	-5.9099E-3
S1_26320205	0.00197	-2.0829E-2	-1.2648E-2	0.00149	0.0112
S1_26363605	0.01898	-5.2902E-4	-4.3231E-2	0.00284	0.03347
S1_26363607	-3.3793E-2	-1.3197E-2	-3.3843E-2	0.01002	0.00272
S1_26363611	-3.3683E-2	-1.2427E-2	-3.4206E-2	0.00923	0.00157
S1_26563935	0.03606	0.01042	-3.3101E-2	-5.8241E-3	0.01247
S1_26668895	-4.5383E-2	-9.7021E-3	-2.4594E-2	-1.8488E-2	0.01657
S1_26705185	2.7747E-4	-3.3308E-2	0.00655	-3.8481E-2	0.04391
S1_26705212	0.00131	-3.71E-2	0.0061	-4.6788E-2	0.05502
S1_26705213	0.00107	-3.6859E-2	0.00697	-4.6202E-2	0.05458
S1_26705214	0.00189	-3.6614E-2	0.0067	-4.679E-2	0.05362
S1_26933227	0.02809	0.01152	-2.5982E-2	5.3485E-5	0.0221
S1_26933232	-2.1285E-3	0.01817	0.02483	0.05039	0.00532
S1_26937457	-1.0514E-3	0.01397	0.02646	0.04332	0.00982
S1_27056274	-2.0124E-2	0.03049	-8.7535E-3	-4.7481E-3	-5.0394E-3
S1_27080421	0.00551	-4.315E-3	0.00988	-2.3003E-2	0.00832
S1_27109326	-5.3307E-3	-1.5635E-2	0.03265	0.00617	0.02341
S1_27109357	-1.2353E-2	-7.9168E-3	0.04883	0.03511	0.047
S1_27109375	-1.347E-2	-7.0759E-3	0.04402	0.03305	0.05049
S1_27109388	-1.4434E-2	-6.2446E-3	0.04589	0.03386	0.04721
S1_27109395	-1.2108E-2	-7.6333E-3	0.0491	0.03712	0.04941
S1_27109400	-1.3652E-2	-8.4405E-3	0.04719	0.03285	0.04932
S1_27109401	-1.4049E-2	-8.075E-3	0.04787	0.03216	0.04933
S1_27109424	-9.0946E-3	-6.9554E-3	0.04413	0.02198	0.04931
S1_27109476	-8.2041E-3	-9.9696E-3	0.04742	0.02138	0.05846
S1_27109533	-1.3769E-2	-1.7236E-2	0.03647	0.03194	0.05543
S1_27150829	0.03404	-6.1455E-3	-3.9809E-2	-1.0924E-2	0.00868
S1_27274180	-2.5866E-2	0.03767	-1.2979E-2	-5.15E-3	-4.0664E-3
S1_27274193	-7.8935E-3	-1.9623E-2	-2.0492E-3	0.01075	-1.1083E-2
S1_27274203	0.00715	0.00941	0.02147	0.0385	0.00399
S1_27474926	-4.4658E-3	-1.5379E-2	0.00458	-1.8174E-3	-1.4788E-2
S1_27474999	-7.3395E-4	-3.444E-2	0.01429	-5.1418E-2	0.03998
S1_27475012	0.03263	0.01036	-3.7355E-2	0.00458	0.01205
S1_27562957	0.00139	2.4582E-5	0.00746	-4.9306E-3	-1.4418E-2
S1_27562958	4.3415E-4	-1.0272E-2	-9.3372E-3	-6.3128E-3	0.00694
S1_27562959	-2.1564E-4	-1.1637E-2	-9.8684E-3	-1.0131E-2	0.00649
S1_27639292	-2.3319E-4	0.00294	0.01481	0.05446	0.01128
S1_27645667	-3.4251E-2	0.0152	0.00267	-4.0847E-2	0.03667
S1_27645687	-3.3292E-2	-2.9942E-3	-1.7283E-2	-4.7986E-2	0.04815
S1_27645689	-3.8257E-2	0.01718	1.5246E-4	-4.0927E-2	0.02705
S1_27645749	-3.1807E-2	-2.0576E-3	-1.6462E-2	-4.7043E-2	0.06004
S1_27673500	0.00446	-1.2045E-4	0.04597	-1.8241E-2	0.04311
S1_27704065	0.00337	0.00429	0.01895	0.02184	0.01
S1_27704094	0.00701	0.00521	0.01267	0.02936	0.02222
S1_27787680	0.01168	0.03308	-5.8578E-2	-5.4985E-3	0.03415
S1_27787682	0.01083	0.03552	-6.0299E-2	-5.7341E-3	0.03435
S1_27787724	-1.7619E-2	-3.9919E-2	0.0221	0.00957	0.02678
S1_27787731	-1.475E-2	-3.769E-2	0.0182	0.00252	0.02191
S1_27992900	-1.675E-2	-3.3078E-2	0.01237	0.05932	0.00667
S1_28017653	-3.6938E-2	0.03091	-1.6548E-2	0.00856	-5.0951E-3
S1_28369231	0.00248	-1.5546E-4	0.00488	0.0013	-8.7254E-3
S1_28402112	-4.0919E-2	-1.0302E-2	-2.6992E-2	0.0157	-6.5557E-4
S1_28460785	-2.3486E-2	0.03669	-9.0265E-3	-3.0589E-3	-6.7391E-3
S1_28517495	-9.9884E-3	-3.8095E-2	-1.6346E-2	0.01506	-2.5397E-3
S1_28548000	0.0039	0.00967	0.0171	0.02699	0.02165
S1_28548046	0.00516	0.01137	0.01863	0.02207	0.0175
S1_28548047	0.0049	0.01093	0.01925	0.02287	0.01611
S1_28548048	0.00499	0.01089	0.01924	0.02148	0.01552
S1_28548052	0.00593	0.01202	0.02012	0.02365	0.01834
S1_28548053	0.00585	0.01182	0.02023	0.02311	0.01721
S1_28548054	0.00561	0.01131	0.01946	0.02194	0.0165
S1_28548056	0.00524	0.01066	0.02043	0.02215	0.01253
S1_28586958	-1.0718E-2	0.02243	-3.2823E-2	-2.9796E-2	0.02589
S1_28594709	-2.5528E-2	0.02773	-1.288E-2	-3.2029E-3	-7.6753E-3
S1_28766818	-2.8446E-2	0.0394	-1.0372E-2	-1.0391E-2	-1.0839E-2
S1_28766819	-2.8751E-2	0.03945	-8.9787E-3	-8.9722E-3	-1.0962E-2
S1_28868049	-2.2005E-4	-1.576E-3	9.9735E-4	-7.82E-4	0.00854
S1_28942454	-1.9432E-2	0.03033	-4.61E-3	-2.3354E-3	-1.053E-2
S1_29207884	0.00423	0.00276	0.00429	0.00486	-1.1819E-2
S1_29207885	0.00525	6.8338E-4	0.00571	0.00484	-1.2748E-2
S1_29235835	-5.8398E-3	-1.5924E-2	-2.1608E-3	0.00382	-1.2267E-2
S1_29246230	-4.273E-2	0.00177	-8.7191E-3	-2.5691E-2	0.04596
S1_29275263	0.00582	0.0094	0.01679	0.02321	0.01858
S1_29339521	-1.6885E-2	0.02435	0.0027	-5.6974E-2	0.04425
S1_29339726	-3.6693E-2	-7.9842E-3	-1.6717E-2	-4.2999E-2	0.04721
S1_29346912	-1.0107E-2	-2.6134E-2	-5.0883E-3	0.00749	-1.4773E-2
S1_29373032	-5.4163E-3	-2.0372E-3	-2.151E-2	0.01032	0.03537
S1_29373063	0.00181	-3.4156E-4	0.01154	-7.434E-3	-7.6309E-3
S1_29384818	-2.187E-3	-3.7634E-3	0.00487	-1.4153E-2	0.00205
S1_29484379	-1.2372E-2	-3.8865E-2	-1.5775E-2	0.01651	-1.3001E-2
S1_29484397	0.02291	-3.5516E-3	-1.3707E-3	-3.9196E-2	0.03745
S1_29486427	0.02367	6.7857E-4	-2.3511E-2	-3.8216E-3	0.03159
S1_29486588	0.03423	0.01812	-1.9407E-2	-1.569E-2	0.02357
S1_29535307	-1.1634E-2	-9.628E-3	0.03657	0.02275	0.05473
S1_29577531	2.7381E-4	-6.3145E-3	0.02025	-2.8884E-2	0.01113
S1_29652379	-4.7449E-3	-1.794E-2	-3.5803E-3	0.00651	-1.5383E-2
S1_29652380	-4.7276E-3	-1.7908E-2	-3.5394E-3	0.00624	-1.5285E-2
S1_29736376	-1.3898E-2	-4.4908E-2	-2.3085E-2	0.01822	-1.0572E-2
S1_29736925	-1.7139E-2	-5.2206E-2	-2.3604E-2	0.01506	-9.8849E-3
S1_30141142	-7.163E-3	-2.9069E-2	-1.8055E-2	0.01538	-1.3461E-3
S1_30208564	-2.9792E-2	0.00602	-2.7032E-2	-7.2102E-4	0.01156
S1_30298627	-2.9993E-2	0.02729	-3.2808E-5	-4.2864E-2	0.0302
S1_30403752	-3.9153E-2	-1.2415E-3	0.01054	-3.4216E-2	0.02617
S2_38640	-4.256E-3	-1.6094E-3	-5.9989E-3	8.5052E-4	0.00396
S2_38643	0.00302	-8.3963E-3	0.00651	-5.7116E-4	7.8887E-5
S2_73391	0.00346	0.00271	0.03822	-7.0387E-3	0.04642
S2_83691	-7.215E-4	0.0079	-9.2533E-3	0.0103	0.03458
S2_83692	-7.9764E-4	0.00835	-1.0351E-2	0.01704	0.03879
S2_83695	-2.527E-3	-4.7423E-4	-2.486E-3	0.00904	0.02724
S2_107058	-2.457E-2	0.02645	-1.2247E-2	-1.316E-2	-7.0354E-3
S2_149065	-1.9462E-2	-6.7528E-2	0.00166	-3.2871E-2	0.03271
S2_631026	-2.3116E-2	0.02627	-8.8624E-3	-1.1509E-2	0.00246
S2_631042	-2.7898E-2	0.02368	-1.7181E-2	-1.5999E-2	0.01237
S2_631076	-1.6072E-2	-2.7499E-2	7.3852E-4	0.01418	0.03104
S2_775116	-8.7663E-3	-3.279E-2	-1.1981E-2	0.01005	-1.1878E-2
S2_775299	0.00274	0.00435	0.00581	-1.6826E-3	-2.6077E-3
S2_775301	-2.4488E-3	-9.6718E-3	0.00354	-5.6467E-4	-4.8237E-3
S2_1039320	-9.833E-3	-2.7604E-2	-1.1222E-2	0.01173	-5.7084E-3
S2_1410274	7.7047E-4	0.00366	0.00731	-5.4332E-3	-9.8967E-3
S2_1461660	-3.2127E-3	-1.9792E-2	-1.0529E-2	0.00909	-2.7532E-3
S2_1533607	0.03389	0.00279	-3.97E-2	0.01548	0.02811
S2_1574785	-2.853E-2	0.01204	-2.4169E-2	-2.2188E-2	0.03112
S2_1574787	-2.7944E-2	0.00749	-2.6801E-2	-2.1657E-2	0.03361
S2_1574789	-2.7576E-2	0.00738	-2.7397E-2	-2.1601E-2	0.03216
S2_1648442	-4.1419E-3	-1.5019E-2	-6.8264E-3	0.00143	-1.1385E-2
S2_1823369	-3.6003E-2	-1.8995E-2	-1.0106E-2	0.05456	0.01875
S2_1823375	-3.3538E-2	-2.0878E-2	-9.8906E-3	0.05676	0.01342
S2_1823429	-2.9031E-2	-2.8244E-3	0.00331	0.04106	0.00708
S2_2026909	-3.8308E-3	-1.5592E-2	-2.1277E-4	-1.6348E-3	-1.1415E-2
S2_2026928	-3.0269E-2	0.00313	-1.3466E-2	-6.7555E-3	0.00199
S2_2026970	-3.6309E-2	-3.6269E-2	-3.9367E-2	0.00796	0.01844
S2_2146511	-3.9617E-3	-4.428E-2	-1.1777E-2	-1.0521E-2	0.01464
S2_2146559	-2.7074E-3	-4.2458E-2	-1.17E-2	-1.7139E-2	0.03035
S2_2287411	-2.0564E-2	0.02418	-8.594E-3	-3.0808E-3	-6.0043E-3
S2_2931422	0.01171	-6.5533E-4	-2.6603E-3	-1.2778E-2	0.01034
S2_2931490	-2.5934E-2	0.01461	-2.1781E-2	8.4176E-4	0.00163
S2_4214791	0.00199	-9.5196E-3	4.9528E-4	-8.7849E-3	-3.9585E-3
S2_5539278	-4.3052E-3	-1.5342E-2	-5.8301E-3	0.00119	-9.6573E-3
S2_5655187	-1.9954E-2	0.02833	-7.6258E-3	-6.0356E-3	-6.3273E-3
S2_6098990	-1.0674E-2	-1.4569E-2	-2.1678E-2	0.0016	0.03052
S2_6215178	-2.4789E-2	0.03991	-4.2213E-3	-3.1733E-3	-6.9766E-3
S2_6215189	0.02108	0.00485	-2.4383E-2	0.05328	0.01416
S2_6215217	-7.8102E-3	-4.0105E-3	0.02057	0.02582	-1.2004E-3
S2_6243171	-1.6664E-3	0.00249	-4.6635E-3	-1.8395E-3	0.00577
S2_6491637	-1.4137E-2	-1.8238E-2	0.00538	0.04056	0.01667
S2_6798752	-3.7179E-2	0.00986	0.00991	0.01431	0.05054
S2_6798800	-4.0563E-2	0.01558	0.0095	0.01993	0.04793
S2_6870157	-2.376E-3	-9.7565E-4	-3.7215E-3	0.00121	1.4617E-4
S2_6973672	0.00275	0.00265	0.01119	-1.8361E-3	-1.832E-2
S2_7074363	0.00166	0.0024	0.00244	0.00184	0.00652
S2_7076506	-1.6445E-3	-1.7441E-2	0.00248	8.7412E-4	0.00143
S2_7076577	-1.0048E-2	-3.9477E-2	-2.4767E-3	-1.9869E-2	0.01566
S2_7159761	-3.875E-2	-6.3564E-3	-3.0465E-2	0.0103	-2.8471E-3
S2_7159779	-5.0762E-2	-1.7211E-2	-3.8401E-2	0.01653	-9.6533E-3
S2_7201398	0.00936	-8.9219E-4	-5.9988E-4	-1.0204E-2	0.01015
S2_7201479	0.04687	0.01998	0.01747	0.01608	0.01734
S2_7201490	0.0087	-7.7002E-3	-8.2394E-3	-1.4088E-2	0.02017
S2_7201505	0.01108	-2.2461E-3	-4.5741E-3	-1.2024E-2	0.01956
S2_7245625	-3.2542E-2	0.00559	-2.3431E-2	-3.4191E-3	-1.021E-2
S2_7245626	-3.259E-2	0.0058	-2.2832E-2	-3.0581E-3	-9.8499E-3
S2_7255044	0.00262	-1.1321E-3	0.01199	-7.3726E-3	-5.0202E-3
S2_7557813	-6.3549E-3	-1.6834E-3	0.02117	0.05158	0.01268
S2_7557829	-9.0703E-3	-2.672E-3	0.0158	0.051	0.0129
S2_7557903	0.00599	0.00213	-3.8779E-3	-1.3613E-3	-9.0323E-3
S2_7557907	-4.6542E-3	-4.8368E-3	0.01924	0.04986	0.0163
S2_7693177	-3.2736E-2	0.0209	-8.3781E-3	0.0431	0.01576
S2_7694667	-2.9256E-2	0.02275	-2.3879E-2	-1.7038E-3	-4.89E-3
S2_7748819	0.00229	8.3131E-4	-1.375E-3	-5.7839E-3	-1.1772E-3
S2_7838010	0.00156	-8.5116E-4	-2.1894E-3	0.01171	-8.3264E-3
S2_7838016	-1.4466E-3	-3.4372E-3	-6.1055E-3	0.01878	-7.7477E-3
S2_7838019	-9.5734E-3	-2.2287E-3	-7.7785E-3	0.02698	-6.2004E-3
S2_7838022	-1.2135E-2	-3.8698E-3	-7.1174E-3	0.03385	-2.362E-3
S2_7838047	0.00608	0.00797	-7.8924E-3	0.00596	-7.9334E-3
S2_7838050	9.4341E-4	-4.0543E-3	-1.3184E-2	0.03094	-5.8463E-4
S2_7838051	-1.2913E-3	-3.9862E-3	-1.452E-2	0.03061	-2.181E-3
S2_7838055	-2.9877E-4	-5.6091E-3	0.00207	0.01037	-1.219E-2
S2_7838058	0.00232	0.00535	-9.8763E-3	0.01302	-7.758E-3
S2_7838059	7.3081E-4	0.00155	-8.3353E-3	0.01973	-4.1766E-3
S2_7838061	0.00273	0.005	-5.991E-3	0.00921	-1.1807E-2
S2_7838064	0.00516	0.00532	-5.4851E-3	0.01109	-7.5561E-3
S2_7838070	0.00446	0.00567	-3.5482E-3	0.00586	-1.2732E-2
S2_7852093	0.0031	0.00419	0.00359	9.0601E-4	-5.8476E-3
S2_8227542	-1.2214E-2	-3.7052E-2	-1.5918E-2	0.01196	-9.9681E-3
S2_8383540	-1.6454E-3	0.00938	-2.0424E-2	0.00982	0.03142
S2_8441192	-2.0124E-2	0.03453	0.00308	0.01886	0.00545
S2_8477778	-6.6757E-3	-2.7776E-3	-2.6298E-2	0.01221	0.02928
S2_8546896	0.00479	0.00167	-3.1365E-3	0.00567	0.01585
S2_8789297	-2.657E-2	0.02403	-1.0276E-2	0.00582	-8.6277E-3
S2_8789298	-2.6285E-2	0.02378	-9.867E-3	0.00557	-8.8381E-3
