Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
S1_28178741	0.01151	0.01068	-3.0561E-2	0.01504	-4.7726E-3
S1_28272675	0.00783	0.00371	-4.7861E-2	0.02449	-1.0837E-2
S1_28320575	-1.8074E-3	-4.5204E-3	-4.1309E-3	-1.8675E-2	0.00628
S1_28354693	-3.8134E-4	0.01161	-1.6824E-2	-3.5429E-2	0.00929
S1_28354726	2.6482E-4	-9.6255E-3	0.00688	0.03018	-1.3327E-2
S1_28369231	-3.8102E-3	-1.3216E-3	-5.547E-3	0.00673	-2.1642E-3
S1_28854515	0.01691	0.02015	0.01927	5.7908E-4	0.00608
S1_28868049	2.2935E-4	0.00262	6.7763E-4	-4.2247E-3	-1.8983E-2
S1_28868050	0.00133	0.00482	0.00741	0.00705	-2.2224E-3
S1_28977228	0.02255	0.01856	-2.492E-2	0.00896	-2.3542E-3
S1_28977231	0.02272	0.01791	-2.3213E-2	0.00768	-2.9897E-3
S1_28977242	0.02286	0.01981	-3.0391E-2	0.00541	0.00887
S1_28977282	0.02012	0.01761	-2.1369E-2	0.00592	0.01022
S1_28977289	0.01952	0.01782	-1.7299E-2	0.00948	0.00144
S1_28977295	0.01914	0.0174	-1.702E-2	0.00517	0.00893
S1_28977357	0.02009	0.02052	-2.4096E-2	-3.4786E-3	-9.0887E-4
S1_29137728	0.01459	0.01222	-1.3072E-2	0.004	-4.5912E-3
S1_29275263	0.01423	-2.434E-2	-2.7805E-2	0.01199	-1.7963E-2
S1_29339521	0.02367	-8.5752E-3	0.03284	-1.1215E-2	-9.4445E-3
S1_29339726	0.02446	-6.8299E-3	0.02846	-8.6407E-3	-7.1647E-3
S1_29346769	0.00661	0.00105	-2.727E-2	0.0212	-1.5078E-2
S1_29373032	0.00563	0.00967	0.01511	-1.9727E-2	0.00473
S1_29373063	-2.9123E-3	-7.4815E-3	0.00651	0.03291	-2.4865E-2
S1_29373070	-1.3587E-4	0.00304	-1.0478E-3	-1.9443E-2	0.01143
S1_29384820	2.0219E-4	-9.4278E-3	-3.2591E-3	0.01168	-6.5356E-3
S1_29398455	2.3117E-4	-6.5727E-3	-1.4165E-3	0.00841	-3.3287E-3
S1_29398456	-1.7092E-4	-6.1377E-3	-7.7779E-4	0.00573	0.00405
S1_29398457	-1.7749E-4	-7.5991E-3	-6.1832E-4	0.00674	0.00372
S1_29432990	0.01049	-2.3373E-2	-2.1339E-2	0.00409	-1.9679E-2
S1_29441914	-1.4005E-3	-8.2556E-3	8.571E-4	0.03142	-1.1495E-2
S1_29441915	-3.395E-3	-7.9867E-3	0.00358	0.03611	-1.5256E-2
S1_29484363	0.00917	-3.2205E-2	-1.5787E-2	0.05292	-2.308E-2
S1_29484364	0.00992	-3.0947E-2	-1.4837E-2	0.05094	-2.3964E-2
S1_29484397	0.01459	-3.4207E-2	-2.1072E-2	0.04695	-2.9501E-2
S1_29486427	0.01115	-1.4876E-2	-2.7799E-2	-3.8176E-2	0.00748
S1_29486588	0.02239	-2.8876E-2	-2.1757E-2	0.02303	-2.2214E-2
S1_29535307	0.01623	0.02141	-1.8791E-2	0.00765	-1.3018E-3
S1_29552244	0.00684	-2.6151E-2	0.01004	-3.5035E-3	-1.0847E-2
S1_29577469	0.01642	0.02497	0.02334	-2.5189E-3	-8.2999E-3
S1_29577511	0.01748	0.02659	0.02417	-4.7072E-3	-5.988E-3
S1_29577531	0.01633	0.0257	0.0225	-5.8352E-3	-6.8481E-3
S1_29634393	0.02096	0.02106	-2.0745E-2	0.01534	-7.0824E-3
S1_29652344	0.00873	-2.4087E-2	0.01035	0.00527	-8.879E-3
S1_29652352	0.0074	-2.3439E-2	0.00896	0.00313	-1.0676E-2
S1_29716477	-4.7638E-4	-7.5049E-3	0.0106	0.01747	-1.106E-2
S1_29830856	-1.3011E-3	-5.8748E-3	-5.2096E-4	0.00761	-2.0157E-4
S1_30058819	0.02172	-9.6826E-4	0.02768	-1.4299E-3	-4.2069E-3
S1_30219918	-2.0092E-3	-8.6943E-3	0.0047	0.0215	0.0046
S1_30246863	0.01668	0.0219	0.02122	0.00452	0.00272
S1_30258229	0.01839	0.01955	-2.5857E-2	0.00525	-1.8993E-2
S1_30298536	0.0015	-3.681E-3	0.00526	0.00577	0.00165
S1_30298627	0.01663	0.02376	0.02194	0.00252	5.3774E-4
S1_30298635	0.01535	0.02106	0.01978	0.00233	-3.771E-3
S1_30298637	0.01601	0.022	0.0204	0.00149	-7.1975E-4
S1_30298699	0.01621	0.0218	0.01979	0.00446	-6.9432E-5
S1_30298701	0.01625	0.02298	0.02016	0.0054	-1.4577E-3
S2_56261	-1.3882E-3	0.0018	-2.1756E-3	-3.1176E-2	0.00622
S2_73297	0.02303	-8.1644E-4	-1.3187E-2	-1.3919E-2	-4.9012E-3
S2_73391	0.02588	0.00101	-1.0581E-2	-8.902E-3	-1.624E-2
S2_77750	0.02175	0.0072	-1.0008E-2	-1.3553E-2	-3.4766E-2
S2_79237	0.02234	0.02575	-1.1755E-2	0.00231	-2.337E-2
S2_83691	0.01093	0.01383	0.0138	0.01199	-7.6266E-3
S2_83795	0.02229	0.02231	-3.0034E-2	-4.5909E-3	-1.251E-2
S2_132807	0.03246	-4.0037E-4	-1.3041E-2	-2.4424E-2	-8.7714E-3
S2_132867	0.03088	-3.6429E-3	-1.081E-2	-1.4531E-2	-2.2921E-2
S2_132898	0.03414	-7.2711E-3	-1.0608E-2	-1.5326E-2	-1.4686E-2
S2_149065	0.01711	0.02359	0.02126	0.00438	-1.633E-4
S2_175127	0.01088	-1.8688E-2	-2.4258E-2	0.00177	-1.6744E-2
S2_212205	0.01312	-1.6108E-2	-1.9807E-2	0.01406	0.01355
S2_467379	-5.8028E-4	-8.0195E-3	0.0028	-4.8763E-3	0.00712
S2_491819	0.00878	-2.3426E-2	0.01282	0.00712	-6.9521E-3
S2_631076	0.0147	-5.6409E-3	-2.2732E-2	-2.2222E-3	-2.1804E-2
S2_796822	0.02354	-1.5989E-3	-7.6634E-3	-1.4205E-2	-1.3619E-2
S2_1024636	0.00333	0.00407	0.00275	-1.8533E-2	-5.4042E-3
S2_1286061	0.01281	0.01775	0.0157	-4.4639E-3	-4.0357E-3
S2_1334476	0.02982	-6.217E-3	-1.7985E-2	-1.3752E-2	-2.3138E-2
S2_1410274	0.00277	-7.5873E-4	-2.9047E-3	-4.097E-4	-6.7125E-3
S2_1528339	0.01302	-1.9553E-2	-3.142E-2	7.0306E-4	-2.7689E-2
S2_1533607	0.02448	0.02721	-1.4356E-2	0.00303	-2.304E-2
S2_1533668	0.01979	0.02768	-1.815E-2	-8.5007E-3	-2.7892E-2
S2_1533675	0.02019	0.02797	-1.9998E-2	-1.1207E-2	-2.8436E-2
S2_1533874	0.03145	0.00127	-1.871E-2	-1.4001E-2	-1.6127E-2
S2_1574785	0.00866	-2.4286E-2	0.0117	-8.1785E-3	-5.3451E-4
S2_1574787	0.00841	-2.3577E-2	0.01112	-6.8087E-3	-1.0598E-3
S2_1574789	0.00835	-2.3155E-2	0.01049	-7.6747E-3	-2.4943E-3
S2_1619153	0.01069	0.01332	0.01365	0.00455	-1.7617E-3
S2_1648350	0.0161	-2.1615E-2	0.0182	-1.0728E-2	0.01852
S2_1648375	0.01916	-2.23E-2	0.02357	-8.9168E-3	0.01063
S2_1648413	0.01724	-1.461E-2	0.00897	-5.1407E-2	0.02946
S2_1648426	0.0171	-1.7451E-2	0.00969	-3.8792E-2	0.02292
S2_1648487	0.01715	-2.6748E-2	0.02772	0.01059	0.00866
S2_1648493	0.01717	-2.5171E-2	0.02738	0.0082	0.00478
S2_1648534	0.01535	-2.0836E-2	0.02813	-3.5885E-3	0.01566
S2_1648549	0.01671	-1.5848E-2	0.0219	-1.5309E-2	0.00109
S2_1799346	0.00165	0.00514	0.00598	-1.6147E-3	0.00291
S2_1799368	-4.2052E-3	-8.7777E-3	0.01269	0.03823	-1.4569E-2
S2_1799373	-3.258E-3	-6.7056E-3	0.00387	0.01722	-3.8834E-3
S2_1799392	0.01476	0.01837	-1.6763E-2	-1.5695E-3	-8.1503E-3
S2_1799405	0.01255	0.01498	-1.5829E-2	-3.2135E-3	-1.1973E-2
S2_1799416	0.01305	0.01179	-3.7576E-2	-5.4834E-3	-1.6583E-2
S2_1823369	0.00692	0.00718	-5.0042E-2	-7.3379E-3	-9.2605E-3
S2_1823375	0.00812	0.00531	-4.6858E-2	0.00134	-1.7031E-2
S2_1861252	-4.7162E-4	-6.9265E-3	-3.4613E-3	-2.6086E-3	0.01857
S2_1861277	0.00526	0.00328	1.306E-4	-1.7849E-2	0.0159
S2_1966265	0.00114	0.00168	0.00294	0.0074	-1.0532E-2
S2_1994075	0.01519	-1.9366E-3	0.02443	-7.5611E-3	-8.6432E-3
S2_1994077	0.02188	0.00558	-1.6478E-2	-6.3972E-3	-2.4506E-2
S2_1994125	0.01386	0.00159	0.02281	-1.1891E-2	-7.614E-3
S2_2026778	0.01087	-2.8378E-2	0.01502	-4.7845E-3	-7.779E-3
S2_2026794	0.0116	-2.9797E-2	0.01769	-6.278E-3	-9.3726E-3
S2_2026909	0.01069	-3.4976E-2	0.01195	-3.5063E-3	-8.9399E-3
S2_2026928	0.01047	-3.4563E-2	0.01137	-5.234E-3	-9.4494E-3
S2_2026970	0.01272	-3.6003E-2	0.01465	-4.4969E-3	-8.5469E-3
S2_2146359	0.00746	-2.2823E-2	0.00769	-2.4328E-4	-4.9906E-3
S2_2146511	0.00705	-3.2777E-2	0.01058	-1.1434E-3	-5.044E-3
S2_2146559	0.00965	-2.3514E-2	0.01427	-1.8763E-3	7.163E-6
S2_2324837	0.011	-2.0934E-2	-3.3767E-2	2.8744E-4	-1.785E-2
S2_2588610	0.0051	-2.0019E-2	0.00648	0.0039	-1.722E-3
S2_2931422	0.00916	-2.4194E-2	0.01487	-3.846E-3	-1.0166E-2
S2_4311202	0.00868	-3.7232E-2	0.01184	-6.2368E-3	-7.0192E-3
S2_4311232	0.01435	-2.7574E-2	-3.3078E-2	-2.9694E-3	-3.4171E-2
S2_4805686	0.00672	-2.8957E-2	0.01071	-3.0587E-3	-1.5059E-3
S2_4805776	0.00571	-2.4287E-2	0.01062	-8.3539E-4	-4.4059E-4
S2_5539650	0.03314	-1.1931E-2	-1.2453E-2	-8.4641E-3	-2.1764E-2
S2_5816937	-4.8542E-3	-3.5974E-3	-1.6381E-2	-2.1018E-2	0.00561
S2_5832346	-8.351E-4	-4.8938E-3	0.00109	0.01008	0.00151
S2_5911985	0.001	-2.8361E-3	-1.0163E-2	-9.239E-3	-7.0323E-3
S2_5911986	-1.1882E-3	-5.4663E-3	-9.2848E-3	-1.4414E-2	-4.7315E-3
S2_5912013	-1.2337E-3	-1.2567E-3	0.00389	0.00275	0.00368
S2_6214560	0.02057	-1.4345E-2	-1.4767E-2	-5.9559E-3	-2.6643E-2
S2_6214785	0.01607	-1.5555E-2	-2.1654E-2	-1.2699E-2	-2.4696E-2
S2_6215189	0.01771	-1.4258E-2	0.01921	0.00276	-4.2767E-3
S2_6215257	-1.4448E-3	0.00656	-1.7022E-2	-2.5469E-2	0.01586
S2_6242049	0.01806	-1.0296E-2	-2.7239E-2	-1.4549E-2	-3.0767E-2
S2_6243166	0.00281	-1.3931E-3	0.00177	-1.228E-3	-8.7115E-3
S2_6243171	-1.3493E-3	-2.4425E-3	-1.8067E-3	-3.2924E-2	0.02252
S2_6243199	-4.6921E-3	0.00303	-1.8114E-2	-4.1954E-2	0.02269
S2_6300681	0.01418	0.01864	0.01795	0.00183	-3.5022E-3
S2_6300683	0.00553	-2.4086E-2	0.00743	0.00398	-6.5363E-3
S2_6406828	0.00754	-2.2461E-2	0.01143	0.00395	-7.462E-3
S2_6491570	0.01326	-2.0778E-2	-2.4746E-2	-1.6377E-2	-4.1375E-2
S2_6491637	0.0107	-2.1538E-2	-2.2578E-2	-8.8065E-3	-2.0688E-2
S2_6491648	0.00811	-1.2708E-2	-1.9261E-2	-8.5111E-4	-2.325E-2
S2_6491649	0.00822	-1.2871E-2	-1.9256E-2	-2.5787E-3	-2.1515E-2
S2_6491668	0.00759	-1.4254E-2	-1.9743E-2	-6.8122E-3	-1.7938E-2
S2_6491727	0.00534	-2.2832E-2	0.00878	0.00404	-7.8827E-3
S2_6642464	0.02155	-5.9127E-3	0.03098	-1.0145E-2	6.3298E-4
S2_6642505	0.0227	-2.901E-3	0.03013	-1.2507E-2	-2.1566E-4
S2_6642533	0.02234	-2.8262E-3	0.03188	-1.2865E-2	-1.7408E-3
S2_6798730	0.02185	0.02476	-1.5002E-2	0.00458	-1.4683E-2
S2_6798743	0.02157	0.02325	-1.1968E-2	-9.7598E-4	-1.7001E-2
S2_6798752	0.02232	0.02503	-1.4913E-2	-1.4136E-3	-1.8475E-2
S2_6798800	0.02192	0.02288	-1.5491E-2	5.3132E-4	-4.0245E-3
S2_6812805	0.00583	0.00196	-4.0795E-2	0.00345	-3.3737E-2
S2_6812817	0.00573	0.00291	-4.2631E-2	-8.6583E-5	-2.9919E-2
S2_6973640	-2.7489E-5	-4.2379E-3	3.569E-4	-6.1213E-3	0.01443
S2_6990116	9.8078E-4	-2.8727E-3	-9.2454E-4	-7.3125E-3	-7.5069E-3
S2_6990117	-2.3065E-4	-5.167E-3	-7.4256E-3	-4.6471E-3	0.00279
S2_7052798	0.01339	0.01644	0.01795	0.00318	-7.9332E-3
S2_7074335	-2.5104E-3	0.00169	-1.9133E-2	-3.1569E-2	0.01283
S2_7079712	-1.0385E-3	0.00526	-2.1807E-2	-3.0918E-2	0.00389
S2_7079742	0.00461	0.02033	-3.0315E-2	-3.5716E-2	0.02823
S2_7159728	0.00712	-2.4193E-2	0.01114	0.00288	-1.1742E-2
S2_7201398	0.01028	-3.8103E-2	0.0088	-4.7712E-3	-6.7092E-3
S2_7201479	0.01172	-3.4369E-2	0.0126	0.00899	-1.0825E-2
S2_7201490	0.01019	-3.5223E-2	0.00984	0.00381	-1.0722E-2
S2_7201505	0.00881	-3.6642E-2	0.00997	0.00296	-1.3142E-2
S2_7255013	0.00125	0.00784	-1.3237E-2	-3.6317E-2	0.03058
S2_7566331	0.00509	4.9756E-4	-3.4877E-2	0.00468	-3.0332E-2
S2_7566381	0.01615	0.02148	0.02129	0.00533	-1.9693E-3
S2_7748819	-1.712E-3	-5.1997E-3	2.3967E-4	0.00535	0.00466
S2_7748844	-9.8656E-4	-5.0516E-3	-3.8132E-3	-7.7196E-3	0.00667
S2_7932047	0.01546	0.02239	0.02052	0.00112	-1.7317E-3
S2_7995971	0.01402	-6.8143E-3	-4.117E-2	-1.8194E-2	-2.4928E-2
S2_7995972	0.01451	-8.1127E-3	-4.1036E-2	-1.5086E-2	-2.4288E-2
S2_7995974	0.01442	-8.9391E-3	-4.0813E-2	-1.5314E-2	-2.4119E-2
S2_8383520	0.00271	-4.3367E-3	0.00323	0.01423	-3.0933E-3
S2_8383521	0.00256	0.00211	0.00445	0.0036	0.00284
S2_8383540	-2.5164E-3	0.00365	-1.255E-2	-4.2679E-2	0.02501
S2_8477778	0.00528	0.00308	0.0115	-2.6818E-3	8.0078E-4
S2_8502719	0.00908	-3.4558E-2	0.01228	0.0055	-6.0003E-3
S2_8514376	0.01518	0.02296	0.01867	-1.769E-3	-2.3319E-3
S2_8546896	5.0714E-4	-3.9728E-3	0.00419	-1.6949E-2	0.00714
S2_8557977	0.01032	-3.1254E-2	0.00883	-4.5088E-3	0.00195
S2_8557991	0.00769	-2.556E-2	0.00845	-5.4943E-3	-2.4461E-3
S2_8557992	0.00759	-2.5315E-2	0.00841	-6.8332E-3	-2.6408E-3
S2_8736994	0.00813	-2.6671E-2	0.01051	-1.1934E-2	-5.6256E-3
S2_8789313	0.02573	-4.8847E-3	0.02955	-1.1914E-2	-4.3586E-3
S2_8789348	0.02254	-5.5747E-3	0.03051	-8.7146E-3	-4.8917E-3
S2_8789368	0.02556	-5.1935E-3	0.03346	-1.504E-2	-4.0923E-4
S2_8897745	0.0051	-2.5554E-2	0.00719	0.00424	-2.0171E-3
S2_8989339	0.03184	-5.8459E-3	-8.6996E-3	-1.7903E-2	-2.4037E-2
S2_8989390	0.02583	-4.0605E-3	-1.8424E-2	-4.3941E-2	-2.0452E-2
S2_9070855	0.03014	-3.4653E-3	-8.3821E-3	7.6473E-4	-3.1387E-2
S2_9070950	0.03251	-3.1128E-3	-1.4938E-2	-3.0262E-2	-2.9464E-2
S2_9110469	0.00749	-2.9575E-2	0.0104	0.00124	-3.3016E-3
S2_9110489	0.00813	-3.4455E-2	0.01007	7.0025E-4	-3.7329E-3
S2_9113283	0.02536	-7.4274E-3	-1.0254E-2	-2.3081E-2	-1.6834E-2
S2_9128195	0.01766	0.02126	0.02216	0.0021	-4.2363E-4
S2_9237400	-6.0261E-4	-3.0562E-3	0.00346	0.01625	-5.7457E-3
S2_9320255	0.00581	-2.93E-2	0.00756	4.5473E-4	-5.914E-3
S2_9320294	0.00888	-3.2393E-2	0.01166	0.00227	0.00766
S2_9320311	0.00765	-3.1865E-2	0.0112	0.00121	0.00126
S2_9320405	0.00796	-2.8059E-2	0.00818	-4.2553E-3	-4.7382E-3
S2_9320430	0.00775	-2.9035E-2	0.00721	0.00545	3.3933E-4
S2_9320627	0.00742	-2.5019E-2	0.00561	6.7105E-4	-2.9367E-6
S2_9414374	0.01656	-4.0125E-2	-1.9786E-2	0.0134	-2.4765E-2
S2_9451716	0.00966	-1.4221E-2	-3.792E-2	0.00163	-3.2522E-2
S2_9451718	0.02101	0.02814	0.03079	9.6246E-4	-1.1692E-2
S2_9451755	0.01388	-2.8475E-2	-3.5187E-2	0.00263	-1.385E-2
S2_9451756	0.01397	-2.8133E-2	-3.6193E-2	0.00412	-2.1739E-2
S2_9451782	0.01236	-2.6642E-2	-3.0111E-2	0.00489	-7.9176E-3
S2_9451783	0.01266	-2.7868E-2	-3.0493E-2	0.00138	-8.1151E-3
S2_9469702	-1.4519E-3	0.00659	-7.6375E-3	-1.84E-2	0.01161
S2_9469703	-1.7158E-3	0.00147	-1.101E-2	-2.0517E-2	0.01879
S2_9469728	-1.24E-3	0.00138	-1.5071E-3	-2.7676E-2	0.0148
S2_9526280	0.01329	-2.3903E-2	-2.4711E-2	0.00622	-4.2535E-2
S2_9526336	0.01304	-2.1795E-2	-2.413E-2	0.00386	-2.5608E-2
S2_9526365	0.01395	-2.2654E-2	-2.7983E-2	0.006	-1.2694E-2
S2_9526367	0.01288	-2.1305E-2	-2.4804E-2	0.00588	-1.5307E-2
S2_9526368	0.01286	-2.1056E-2	-2.5116E-2	0.00621	-1.585E-2
S2_9526370	0.01314	-2.2157E-2	-2.4685E-2	0.00282	-1.6409E-2
S2_9526378	0.01427	-2.7494E-2	-3.2264E-2	-2.7614E-3	-3.1258E-2
S2_9583668	0.01992	-8.8198E-3	0.02191	-9.1414E-3	0.00804
S2_9583689	0.0201	-1.0545E-2	0.02315	-1.2498E-2	0.00324
S2_9583727	0.01941	-7.5616E-3	0.02	-8.3741E-3	0.00597
S2_9689770	0.03009	0.00105	-1.1879E-2	-2.2849E-2	-2.1892E-2
S2_9732586	0.00158	-1.9243E-4	-8.2093E-4	0.01072	0.00585
S2_9732588	0.00211	0.00321	-1.3989E-3	0.0023	0.00711
S2_9755086	0.00125	0.00536	-2.3867E-3	0.00255	-6.3436E-3
S2_9818020	-4.3358E-4	-7.2096E-3	-1.7276E-3	0.0033	-1.2085E-2
S2_9845280	0.00785	-1.3912E-2	-1.9198E-2	-4.1468E-3	-2.0891E-2
S2_9845282	0.00792	-1.3823E-2	-1.9253E-2	-4.7019E-3	-1.9857E-2
S2_9845298	0.01048	-1.4334E-2	-2.3863E-2	-1.1046E-2	-2.0241E-2
S2_9946111	0.01699	0.02262	0.02443	0.00144	-7.7728E-3
S2_10059187	-6.1326E-3	-1.3122E-2	-3.6179E-4	-2.0121E-3	0.00928
S2_10059188	-6.8819E-3	-1.706E-2	0.00328	-1.7186E-3	0.01023
S2_10059191	-4.3879E-3	-8.7063E-3	0.00129	0.02794	0.00349
S2_10063205	0.0231	-1.8655E-2	-2.6289E-3	-1.1019E-2	-1.5436E-2
S2_10063277	0.03257	-1.1127E-2	-1.572E-2	-1.1059E-2	-2.1897E-2
S2_10217752	0.02469	-1.0669E-2	0.03529	-2.1737E-2	0.00575
S2_10217902	0.02518	-4.0541E-3	0.03421	-8.0246E-3	-5.9399E-4
S2_10243464	0.03023	-1.0119E-2	-1.4592E-2	-1.2417E-2	-2.1524E-2
S2_10243476	0.03079	-6.7833E-3	-1.2453E-2	0.00141	-2.4865E-2
S2_10281123	0.00506	0.00348	0.00312	0.0016	-7.7071E-3
S2_10283638	0.014	-9.0485E-4	0.01802	-1.3638E-2	0.00144
S2_10283656	0.01213	-3.4461E-3	-1.4204E-2	-2.6463E-3	-1.6188E-2
S2_10283657	0.01179	-4.8435E-3	-1.4744E-2	-1.9877E-3	-1.6951E-2
S2_10283702	0.01797	-5.9195E-3	0.02131	-9.6775E-3	-3.2051E-3
S2_10283703	0.01739	-6.8727E-3	0.02075	-1.1067E-2	-1.9304E-3
S2_10286864	0.02551	-2.2672E-3	-1.0483E-2	-1.1363E-2	-7.3829E-3
S2_10286906	0.02862	-6.5026E-3	-1.0181E-2	-1.8653E-3	-9.1948E-3
S2_10286927	0.02981	-4.4862E-3	-5.296E-3	-5.6488E-3	-2.2293E-3
S2_10286939	0.02693	-2.6315E-3	-6.3454E-3	-2.8742E-3	-7.0067E-3
S2_10286964	0.03069	-4.9912E-4	-8.6635E-3	-1.3284E-2	-3.0481E-2
S2_10287001	0.03179	-1.5295E-3	-9.5074E-3	-1.8208E-2	-3.126E-2
S2_10287053	0.03165	0.00247	-8.0299E-3	-1.448E-2	-1.1849E-2
S2_10327116	1.4455E-4	-1.0716E-2	0.0043	0.01016	-1.4526E-3
S2_10327117	-1.0658E-3	-7.2532E-3	0.00352	0.01162	-1.975E-3
S2_10327217	0.02471	-1.0334E-2	0.03618	-3.538E-3	-4.9244E-3
S2_10327220	0.02542	-1.1751E-2	0.03662	-6.4977E-3	-6.7777E-3
S2_10327250	0.03178	-1.7263E-3	-1.3414E-2	-9.483E-3	-1.3783E-2
S2_10352525	0.00651	0.00764	-5.24E-3	-2.0415E-3	-2.0141E-2
S2_10352528	0.00163	0.00441	0.00221	-2.2231E-2	1.1434E-4
S2_10352555	0.00112	0.00553	0.00125	0.00259	-1.6169E-2
S2_10586960	0.02813	-2.2241E-3	-1.305E-2	-1.5425E-2	-1.8894E-2
S2_10673919	2.769E-4	-8.2925E-4	-1.5031E-3	0.00835	-1.2623E-3
S2_10673954	0.00606	0.01214	-1.8689E-4	-1.5523E-2	0.00537
S2_10777306	0.02637	0.03086	-1.429E-2	-7.1614E-4	-1.2599E-2
S2_10862189	0.00856	0.00504	-4.6993E-2	0.01565	-1.0026E-2
S2_11005775	-4.6691E-3	-1.4754E-2	0.00712	0.01536	-3.9042E-3
S2_11063302	0.02581	9.5714E-4	-8.1928E-3	-1.443E-2	-3.2027E-2
S2_11070673	0.02825	0.00787	-1.0389E-2	-2.0951E-2	0.00274
S2_11070696	0.02632	0.00869	-1.5559E-2	-2.3945E-2	-1.0578E-2
S2_11085972	0.00376	0.00473	-5.3638E-3	-2.263E-2	0.0051
S2_11109044	0.00211	-2.3277E-3	0.00805	0.02141	-2.0389E-3
S2_11123296	4.0E-4	3.0934E-5	-2.1665E-3	0.01047	-3.027E-3
S2_11215097	-6.0237E-4	1.7927E-4	-1.6071E-3	0.00556	-1.5131E-2
S2_11215098	9.122E-4	-4.7678E-3	-1.2635E-3	-3.4311E-3	0.00785
S2_11215105	0.00254	0.00225	0.00212	0.01195	-9.6426E-3
S2_11394383	0.00112	-4.2831E-3	-3.2601E-4	0.00844	0.00685
S2_11475051	0.02717	-1.0445E-2	0.03577	-1.8895E-2	0.0119
S2_11678519	0.03132	-1.0895E-2	-1.531E-2	-1.6887E-2	-1.6062E-2
S2_11699736	0.02251	-6.9903E-3	0.03099	-1.4757E-2	0.00214
S2_11755841	-5.6755E-3	-8.1049E-3	-3.0082E-3	-2.056E-3	0.01391
S2_11755842	-6.5857E-3	-1.2978E-2	-6.4458E-3	0.0035	0.00913
S2_11763304	-1.6946E-2	0.01348	-2.4728E-2	-1.6538E-2	0.03244
S2_11763318	0.02263	-1.1583E-2	0.02176	-3.603E-2	0.00348
S2_11763334	0.02473	-1.7397E-2	0.03414	0.00272	7.9971E-4
S2_11765023	-2.0748E-3	0.00243	7.0093E-4	-6.3978E-3	-1.321E-2
S2_11765024	-2.4878E-3	-8.5492E-4	-8.4457E-3	-1.349E-2	-2.4333E-3
S2_11765025	-4.4483E-4	0.0072	-1.0144E-2	-3.8448E-2	-1.7889E-3
S2_11765029	-9.9704E-4	-1.0508E-5	-2.1056E-3	-5.3411E-3	0.00112
S2_11817482	0.02284	-1.7912E-4	-5.6196E-3	-7.4578E-3	-2.1618E-2
S2_11817721	0.00905	-3.7331E-2	0.00972	0.00203	-1.0484E-2
S2_11819898	0.02389	0.00876	-7.7075E-3	-6.51E-3	-8.3112E-3
S2_11820154	0.02868	0.00561	-1.0927E-2	-9.8259E-3	-2.085E-2
S2_11839600	-3.4427E-4	0.00408	-3.1413E-3	-1.7343E-2	0.01525
S2_12186161	-1.5088E-3	-2.9446E-3	-3.7188E-3	-4.3894E-3	0.01551
S2_12186187	-3.2956E-3	-2.6757E-3	2.5855E-4	-4.5573E-3	6.7351E-4
S2_12226082	0.02255	-2.7618E-2	-2.0663E-2	-5.4599E-3	-6.5531E-3
S2_12242698	0.02723	0.00996	-2.0072E-3	-6.9293E-3	-8.5824E-3
S2_12378173	-2.6972E-3	-3.7492E-3	0.00405	0.03065	-1.227E-2
S2_12378174	-2.8659E-3	-3.9819E-3	0.00372	0.03865	-1.3278E-2
S2_12380507	0.00649	0.00136	-3.4721E-2	0.02333	-1.5284E-2
S2_12380522	0.00607	-2.1287E-2	0.00764	-3.7641E-3	-6.5336E-3
S2_12380537	0.00672	-2.3978E-2	0.00736	-4.4423E-3	-6.2323E-3
S2_12380538	0.00665	-2.2736E-2	0.00741	-2.4809E-3	-6.5276E-3
S2_12543723	0.02592	-1.5821E-2	0.03428	-1.4771E-2	0.01445
S2_12543739	0.02515	-2.0521E-2	0.03612	-1.6576E-2	0.01848
S2_12543743	0.02623	-1.8493E-2	0.03512	-1.4021E-2	0.01606
S2_12543756	0.00554	-3.5218E-2	0.01408	-1.6508E-3	0.00649
S2_12543799	0.02346	-1.1432E-2	0.03073	-3.5247E-2	0.00756
S2_12543803	0.0236	-1.1369E-2	0.03143	-3.6297E-2	0.00961
S2_12562259	0.01203	0.01653	0.01388	0.01096	-2.6467E-3
S2_12600316	0.00168	-4.0075E-3	0.01419	0.027	0.00935
S2_12624663	0.00675	0.00524	0.00641	0.01493	-1.4313E-3
S2_12682164	0.02304	0.02079	-2.8091E-2	-4.3214E-3	-5.3465E-3
S2_12682165	0.02303	0.02087	-2.8113E-2	-4.6802E-3	-5.3911E-3
S2_12682214	0.02358	0.02111	-3.1177E-2	0.00778	-2.0199E-2
S2_12682259	0.01597	0.0192	-1.9422E-2	0.02027	-1.6409E-2
S2_12682309	0.01427	0.01457	-1.6922E-2	0.0108	-1.7656E-2
S2_12698133	0.01314	0.01693	0.01606	-2.0596E-3	-4.2142E-4
S2_12698135	0.01862	0.0213	-1.1278E-2	0.00947	-1.2761E-2
S2_12781701	0.02389	0.02361	-1.8546E-2	0.0019	-1.3671E-2
S2_12873733	0.01011	0.01426	0.01138	0.00408	7.0181E-4
S2_12951079	0.01337	0.02145	0.01736	0.00136	5.5873E-4
S2_12960654	0.02354	0.02718	-9.0511E-3	-8.8755E-4	-3.5237E-2
